company,year,Startdate,Enddate,WhetherResultsAreAuditedOrUnaudited,NatureOfReportStandaloneConsolidated,RevenueFromOperations,OtherIncome,Income,CostOfMaterialsConsumed,PurchasesOfStockInTrade,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,EmployeeBenefitExpense,FinanceCosts,DepreciationDepletionAndAmortisationExpense,OtherExpenses,Expenses,ProfitBeforeExceptionalItemsAndTax,ExceptionalItemsBeforeTax,ProfitBeforeTax,CurrentTax,DeferredTax,TaxExpense,NetMovementInRegulatoryDeferralAccountBalancesRelatedToProfitOrLossAndTheRelatedDeferredTaxMovement,ProfitLossForPeriodFromContinuingOperations,ProfitLossFromDiscontinuedOperationsBeforeTax,TaxExpenseOfDiscontinuedOperations,ProfitLossFromDiscontinuedOperationsAfterTax,ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,ProfitLossForPeriod,OtherComprehensiveIncomeNetOfTaxes,ComprehensiveIncomeForThePeriod,ProfitOrLossAttributableToOwnersOfParent,ProfitOrLossAttributableToNonControllingInterests,ComprehensiveIncomeForThePeriodAttributableToOwnersOfParent,ComprehensiveIncomeForThePeriodAttributableToOwnersOfParentNonControllingInterests,PaidUpValueOfEquityShareCapital,FaceValueOfEquityShareCapital,ReserveExcludingRevaluationReserves,BasicEarningsLossPerShareFromContinuingOperations,DilutedEarningsLossPerShareFromContinuingOperations,BasicEarningsLossPerShareFromDiscontinuedOperations,DilutedEarningsLossPerShareFromDiscontinuedOperations,BasicEarningsLossPerShareFromContinuingAndDiscontinuedOperations,DilutedEarningsLossPerShareFromContinuingAndDiscontinuedOperations,DebtEquityRatio,DebtServiceCoverageRatio,InterestServiceCoverageRatio,SegmentRevenue,InterSegmentRevenue,SegmentRevenueFromOperations,SegmentProfitLossBeforeTaxAndFinanceCosts,SegmentFinanceCosts,OtherUnallocableExpenditureNetOffUnAllocableIncome,SegmentProfitBeforeTax,UnAllocableAssets,NetSegmentAssets,SegmentLiabilities,UnAllocableLiabilities,NetSegmentLiabilities,IsCompanyReportingMultisegmentOrSingleSegment,AdjustmentsForFinanceCosts,AdjustmentsForDecreaseIncreaseInInventories,AdjustmentsForDecreaseIncreaseInTradeReceivablesCurrent,AdjustmentsForDecreaseIncreaseInTradeReceivablesNoncurrent,AdjustmentsForDecreaseIncreaseInOtherCurrentAssets,AdjustmentsForDecreaseIncreaseInOtherNoncurrentAssets,AdjustmentsForOtherFinancialAssetsNoncurrent,AdjustmentsForOtherFinancialAssetsCurrent,AdjustmentsForOtherBankBalances,AdjustmentsForIncreaseDecreaseInTradePayablesCurrent,AdjustmentsForIncreaseDecreaseInTradePayablesNoncurrent,AdjustmentsForIncreaseDecreaseInOtherCurrentLiabilities,AdjustmentsForIncreaseDecreaseInOtherNoncurrentLiabilities,AdjustmentsForDepreciationAndAmortisationExpense,AdjustmentsForImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss,AdjustmentsForProvisionsCurrent,AdjustmentsForProvisionsNoncurrent,AdjustmentsForOtherFinancialLiabilitiesCurrent,AdjustmentsForOtherFinancialLiabilitiesNoncurrent,AdjustmentsForUnrealisedForeignExchangeLossesGains,AdjustmentsForDividendIncome,AdjustmentsForInterestIncome,AdjustmentsForSharebasedPayments,AdjustmentsForFairValueGainsLosses,AdjustmentsForUndistributedProfitsOfAssociates,OtherAdjustmentsForWhichCashEffectsAreInvestingOrFinancingCashFlow,OtherAdjustmentsToReconcileProfitLoss,OtherAdjustmentsForNoncashItems,ShareOfProfitAndLossFromPartnershipFirmOrAssociationOfPersonsOrLimitedLiabilityPartnerships,AdjustmentsForReconcileProfitLoss,CashFlowsFromUsedInOperations,DividendsReceivedClassifiedAsOperatingActivities,InterestPaidClassifiedAsOperatingActivities,InterestReceivedClassifiedAsOperatingActivities,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,CashFlowsFromUsedInOperatingActivities,CashFlowsFromLosingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities,CashFlowsUsedInObtainingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities,OtherCashReceiptsFromSalesOfEquityOrDebtInstrumentsOfOtherEntitiesClassifiedAsInvestingActivities,OtherCashPaymentsToAcquireEquityOrDebtInstrumentsOfOtherEntitiesClassifiedAsInvestingActivities,OtherCashReceiptsFromSalesOfInterestsInJointVenturesClassifiedAsInvestingActivities,OtherCashPaymentsToAcquireInterestsInJointVenturesClassifiedAsInvestingActivities,CashReceiptsFromShareOfProfitsOfPartnershipFirmOrAssociationOfPersonsOrLimitedLiabilityPartnerships,CashPaymentForInvestmentInPartnershipFirmOrAssociationOfPersonsOrLimitedLiabilityPartnerships,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ProceedsFromSalesOfInvestmentPropertyClassifiedAsInvestingActivities,PurchaseOfInvestmentPropertyClassifiedAsInvestingActivities,ProceedsFromSalesOfIntangibleAssetsUnderDevelopment,PurchaseOfIntangibleAssetsUnderDevelopment,ProceedsFromSalesOfGoodwillClassifiedAsInvestingActivities,PurchaseOfGoodwillClassifiedAsInvestingActivities,ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities,PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,ProceedsFromBiologicalAssetsOtherThanBearerPlantsClassifiedAsInvestingActivities,PurchaseOfBiologicalAssetsOtherThanBearerPlantsClassifiedAsInvestingActivities,ProceedsFromSalesOfOtherLongTermAssetsClassifiedAsInvestingActivities,PurchaseOfOtherLongTermAssetsClassifiedAsInvestingActivities,CashAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,CashReceiptsFromRepaymentOfAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,CashPaymentsForFutureContractsForwardContractsOptionContractsAndSwapContractsClassifiedAsInvestingActivities,CashReceiptsFromFutureContractsForwardContractsOptionContractsAndSwapContractsClassifiedAsInvestingActivities,DividendsReceivedClassifiedAsInvestingActivities,InterestReceivedClassifiedAsInvestingActivities,IncomeTaxesPaidRefundClassifiedAsInvestingActivities,OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities,ProceedsFromGovernmentGrantsClassifiedAsInvestingActivities,CashFlowsFromUsedInInvestingActivities,ProceedsFromChangesInOwnershipInterestsInSubsidiaries,PaymentsFromChangesInOwnershipInterestsInSubsidiaries,ProceedsFromIssuingSharesClassifiedAsFinancingActivities,ProceedsFromIssuingOtherEquityInstruments,PaymentsToAcquireOrRedeemEntitysShares,PaymentsOfOtherEquityInstruments,ProceedsFromExerciseOfStockOptions,ProceedsFromIssuingDebenturesNotesBondsEtc,ProceedsFromBorrowingsClassifiedAsFinancingActivities,RepaymentsOfBorrowingsClassifiedAsFinancingActivities,PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities,DividendsPaidClassifiedAsFinancingActivities,InterestPaidClassifiedAsFinancingActivities,IncomeTaxesPaidRefundClassifiedAsFinancingActivities,OtherInflowsOutflowsOfCashClassifiedAsFinancingActivities,CashFlowsFromUsedInFinancingActivities,IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges,EffectOfExchangeRateChangesOnCashAndCashEquivalents,IncreaseDecreaseInCashAndCashEquivalents,CashAndCashEquivalentsCashFlowStatement,NonControllingInterest,PropertyPlantAndEquipment,CapitalWorkInProgress,InvestmentProperty,Goodwill,OtherIntangibleAssets,IntangibleAssetsUnderDevelopment,BiologicalAssetsOtherThanBearerPlants,InvestmentsAccountedForUsingEquityMethod,NoncurrentInvestments,TradeReceivablesNoncurrent,LoansNoncurrent,OtherNoncurrentFinancialAssets,NoncurrentFinancialAssets,DeferredTaxAssetsNet,OtherNoncurrentAssets,NoncurrentAssets,Inventories,CurrentInvestments,TradeReceivablesCurrent,CashAndCashEquivalents,BankBalanceOtherThanCashAndCashEquivalents,LoansCurrent,OtherCurrentFinancialAssets,CurrentFinancialAssets,CurrentTaxAssets,OtherCurrentAssets,CurrentAssets,NoncurrentAssetsClassifiedAsHeldForSale,RegulatoryDeferralAccountDebitBalancesAndRelatedDeferredTaxAssets,Assets,EquityShareCapital,OtherEquity,EquityAttributableToOwnersOfParent,Equity,BorrowingsNoncurrent,TradePayablesNoncurrent,OtherNoncurrentFinancialLiabilities,NoncurrentFinancialLiabilities,ProvisionsNoncurrent,DeferredTaxLiabilitiesNet,DeferredGovernmentGrantsNoncurrent,OtherNoncurrentLiabilities,NoncurrentLiabilities,BorrowingsCurrent,TradePayablesCurrent,OtherCurrentFinancialLiabilities,CurrentFinancialLiabilities,OtherCurrentLiabilities,ProvisionsCurrent,CurrentTaxLiabilities,DeferredGovernmentGrantsCurrent,CurrentLiabilities,LiabilitiesDirectlyAssociatedWithAssetsInDisposalGroupClassifiedAsHeldForSale,RegulatoryDeferralAccountCreditBalancesAndRelatedDeferredTaxLiability,Liabilities,EquityAndLiabilities,AmountOfItemThatWillNotBeReclassifiedToProfitAndLoss,IncomeTaxRelatingToItmesThatWillNotBeReclassifiedToProfitOrLoss,AmountOfItemThatWillBeReclassifiedToProfitAndLoss,IncomeTaxRelatingToItmesThatWillBeReclassifiedToProfitOrLoss
Persistent Systems Limited,2019,20180401,20190331,Audited,Consolidated,407615455.09999996,10615020.5,418230475.59999996,0.0,0.0,0.0,275381157.8,36935.5,19043096.099999998,64873633.3,359334822.7,58895652.9,0.0,58895652.9,17341641.099999998,-1034315.1,16307325.999999998,0.0,42588326.9,0.0,0.0,0.0,0.0,42588326.9,2847061.0,45435387.9,42588326.9,0.0,45435387.9,0.0,9581310.899999999,0.24219999999999997,247915798.89999998,0.5327189,0.5327189,0.0,0.0,0.5327189,0.5327189,0.0,0.00012109999999999999,0.00012109999999999999,407615455.09999996,0.0,407615455.09999996,154981600.2,36935.5,96049011.8,58895652.9,286195387.79999995,345813038.9,0.0,345813038.9,345813038.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persistent Systems Limited,2020,20190401,20200331,Audited,Consolidated,481384080.0,17870895.0,499254975.0,0.0,0.0,0.0,343917090.0,854820.0,22404870.0,71012025.0,438188805.0,61066170.0,0.0,61066170.0,18997875.0,-3870720.0,15127155.0,0.0,45939015.0,0.0,0.0,0.0,0.0,45939015.0,-1900800.0,44038215.0,45939015.0,0.0,44038215.0,0.0,10317375.0,0.135,311759550.0,0.59913,0.59913,0.0,0.0,0.59913,0.59913,0.0,,,481384080.0,0.0,481384080.0,174373020.0,854820.0,112452030.0,61066170.0,337496355.0,417442815.0,0.0,417442815.0,417442815.0,Multi segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persistent Systems Limited,2021,20200401,20210331,Audited,Consolidated,565364880.0,14549220.0,579914100.0,0.0,0.0,0.0,414742545.0,782190.0,23699250.0,58415310.0,497639295.0,82274805.0,0.0,82274805.0,24091965.0,-2658555.0,21433410.0,0.0,60841395.0,0.0,0.0,0.0,0.0,60841395.0,5045220.0,65886615.0,60841395.0,0.0,65886615.0,0.0,10317375.0,0.135,311759550.0,0.796095,0.796095,0.0,0.0,0.796095,0.796095,0.0,,,565364880.0,0.0,565364880.0,205878375.0,782190.0,122821380.0,82274805.0,388442250.0,494845740.0,0.0,494845740.0,494845740.0,Multi segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persistent Systems Limited,2022,20210401,20220331,Audited,Consolidated,725264742.0,18282285.0,743547027.0,0.0,0.0,0.0,540604456.0,1503045.0,21083524.0,62972569.0,626163594.0,117383433.0,0.0,117383433.0,30040834.0,-336423.0,29704411.0,0.0,87679022.0,0.0,0.0,0.0,0.0,87679022.0,-1810512.0,85868510.0,87679022.0,0.0,85868510.0,0.0,9705975.0,0.127,418057965.0,1.147318,1.147318,0.0,0.0,1.147318,1.147318,0.0,0.000762,0.0,725264742.0,0.0,725264742.0,273268059.0,1503045.0,154381581.0,117383433.0,527384899.0,687590319.0,0.0,687590319.0,687590319.0,Multi segment,1503045.0,0.0,-44558712.0,0.0,1863217.0,-1878203.0,0.0,-11039094.0,0.0,31619444.0,0.0,0.0,0.0,21083524.0,1884680.0,18751169.0,0.0,0.0,0.0,3552444.0,0.0,7622794.0,12067921.0,0.0,0.0,0.0,270637.0,-2335149.0,0.0,25162129.0,142545562.0,0.0,0.0,0.0,30062424.0,-5169916.0,107313222.0,0.0,77380465.0,0.0,0.0,0.0,0.0,0.0,0.0,584454.0,48945419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9127998.0,0.0,-6733540.0,0.0,-123346972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54368573.0,23368.0,0.0,4455541.0,25235535.0,1503426.0,0.0,0.0,23150703.0,7116953.0,-21590.0,7095363.0,37820473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persistent Systems Limited,2023,20220401,20230331,Audited,Consolidated,1011256691.1999999,8551718.7,1019808409.9,0.0,0.0,0.0,728073302.5999999,5732874.0,32926484.499999996,99217351.1,865950012.1999999,153858397.7,-3591220.5,150267177.2,37683534.699999996,1039280.2,38722814.9,0.0,111544362.3,0.0,0.0,0.0,0.0,111544362.3,8940207.5,120484569.8,111544362.3,0.0,8940207.5,0.0,9255067.5,0.12109999999999999,0.0,1.4983703,1.4594972,0.0,0.0,1.4983703,1.4594972,0.0,0.0008477000000000001,,1011256691.1999999,0.0,1011256691.1999999,366939176.09999996,5732874.0,219490843.6,141715458.5,553306384.4,801578459.5,0.0,801578459.5,801578459.5,Multi segment,5732874.0,0.0,-67268991.3,0.0,-14935989.6,5276932.5,-18669744.799999997,0.0,0.0,32549379.099999998,0.0,22161.3,0.0,32926484.499999996,0.0,10015817.7,0.0,0.0,0.0,2309134.8,0.0,6207949.3,16434965.399999999,-2379857.1999999997,0.0,0.0,0.0,0.0,0.0,-4194782.899999999,146072394.29999998,0.0,0.0,0.0,-41230190.4,-71559806.5,115742778.19999999,0.0,52201002.699999996,0.0,0.0,0.0,0.0,0.0,0.0,145077.8,52472508.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6529227.6,0.0,46978565.199999996,0.0,-51020641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-464660.69999999995,22524.6,0.0,6602614.199999999,36094823.8,5733116.199999999,0.0,0.0,-48917739.5,15804397.7,127639.4,15932037.1,56555153.199999996,0.0,58853994.5,1954311.7999999998,0.0,86994728.1,137686219.29999998,0.0,0.0,0.0,54688760.0,1520289.4,0.0,11457997.6,67667047.0,13675701.899999999,8728645.799999999,375560648.4,0.0,22762682.599999998,190183190.39999998,56555153.199999996,52832054.8,0.0,58801437.099999994,381134518.09999996,5470208.1,39413084.9,426017811.09999996,0.0,0.0,801578459.5,9255067.5,470915878.29999995,480170945.79999995,480170945.79999995,24917414.9,0.0,54266363.199999996,79183778.1,4517393.3,0.0,0.0,579584.6,84280756.0,26975146.099999998,68894758.8,55961399.9,151831304.79999998,25431121.099999998,56302296.4,3562035.4,0.0,237126757.7,0.0,0.0,321407513.7,801578459.5,-149921.8,0.0,9090129.299999999,0.0
Persistent Systems Limited,2024,20230401,20240331,Audited,Consolidated,1181536916.1000001,15400806.000000002,1196937722.1000001,0.0,0.0,0.0,855361872.0,5621258.100000001,37217571.900000006,124590018.30000001,1022790720.3000001,174147001.8,0.0,174147001.8,45146665.2,-2546630.7,42600034.5,0.0,131546967.30000001,0.0,0.0,0.0,0.0,131546967.30000001,690882.9,132237850.2,131546967.30000001,0.0,690882.9,0.0,9266107.5,0.06015,0.0,0.8714532,0.8549721,0.0,0.0,0.8714532,0.8549721,0.0,0.00024060000000000002,0.0,1181536916.1000001,0.0,1181536916.1000001,384956872.20000005,5621258.100000001,205188612.3,174147001.8,598174065.9000001,887046245.4000001,0.0,887046245.4000001,887046245.4000001,Multi segment,5621258.100000001,0.0,-21781999.200000003,0.0,-17747016.900000002,-3082326.6,0.0,-21067176.6,0.0,52766948.400000006,0.0,0.0,0.0,37217571.900000006,247577.40000000002,-13770139.5,0.0,0.0,0.0,328058.10000000003,0.0,6766273.5,13133752.5,-3477993.3000000003,0.0,0.0,0.0,-7778718.300000001,0.0,13843522.5,187990524.3,0.0,0.0,0.0,41067292.2,0.0,146923232.10000002,0.0,24945889.200000003,0.0,0.0,0.0,0.0,0.0,0.0,585259.5,34155094.800000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038724.1,0.0,-56477000.400000006,0.0,0.0,19341834.0,0.0,0.0,0.0,0.0,0.0,0.0,26871651.6,0.0,9144965.4,49125948.6,5621739.300000001,0.0,4208454.9,-67214016.0,23232215.700000003,286795.2,23519010.900000002,79700554.5,0.0,53172960.900000006,4033177.8000000003,0.0,131278096.80000001,82792023.9,0.0,0.0,0.0,66635854.2,8784065.4,0.0,6319479.300000001,81739398.9,16356469.200000001,16998750.900000002,386370878.40000004,0.0,32800276.200000003,201636393.9,79700554.5,43352631.300000004,0.0,79660614.9,437150470.8,4656211.5,58868684.7,500675367.00000006,0.0,0.0,887046245.4000001,9266107.5,587146044.6,596412152.1,596412152.1,1192774.5,0.0,19345322.700000003,20538097.200000003,6579928.800000001,225682.80000000002,0.0,534613.2000000001,27878322.0,23747701.200000003,97907598.60000001,54715808.400000006,176371108.20000002,39732924.6,40067839.800000004,6583898.7,0.0,262755771.3,0.0,0.0,290634093.3,887046245.4000001,,0.0,690882.9,0.0
Tata Consultancy Services Limited,2019,20180401,20190331,Audited,Consolidated,17736669300.0,522062099.99999994,18258731400.0,274897000.0,0.0,0.0,9475590600.0,23977800.0,248981599.99999997,3202005100.0,13225452100.0,5033279300.0,0.0,5033279300.0,1150692200.0,60428899.99999999,1211121100.0,0.0,3822158199.9999995,0.0,0.0,0.0,0.0,3822158199.9999995,39236400.0,3861394599.9999995,3811259199.9999995,10899000.0,3849405699.9999995,11988900.0,45412500.0,0.01211,10763246900.0,1.0057355,1.0057355,0.0,0.0,1.0057355,1.0057355,,,,17736669300.0,0.0,17736669300.0,4779695900.0,23977800.0,-277561200.0,5033279300.0,9205900900.0,13919597300.0,665686700.0,2367141700.0,3032828400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Consultancy Services Limited,2020,20190401,20200331,Audited,Consolidated,21188115000.0,619920000.0,21808035000.0,0.0,0.0,0.0,11603520000.0,124740000.0,476415000.0,3899880000.0,16104555000.0,5703480000.0,0.0,5703480000.0,1401030000.0,-77895000.0,1323135000.0,0.0,4380345000.0,0.0,0.0,0.0,0.0,4380345000.0,62640000.0,4442985000.0,4365900000.0,14445000.0,4423140000.0,19845000.0,50625000.0,0.0135,11390490000.0,1.163565,1.163565,0.0,0.0,1.163565,1.163565,,,,21188115000.0,0.0,21188115000.0,5684715000.0,124740000.0,-143505000.0,5703480000.0,0.0,0.0,0.0,0.0,0.0,Multi segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Consultancy Services Limited,2021,20200401,20210331,Audited,Consolidated,22163895000.0,423090000.0,22586985000.0,0.0,0.0,0.0,12394890000.0,85995000.0,548775000.0,3485295000.0,16514955000.0,6072030000.0,-164430000.0,5907600000.0,1570725000.0,-58995000.0,1511730000.0,0.0,4395870000.0,0.0,0.0,0.0,0.0,4395870000.0,62235000.0,4458105000.0,4378050000.0,17820000.0,4443390000.0,14715000.0,49950000.0,0.0135,11709630000.0,1.170585,1.170585,0.0,0.0,1.170585,1.170585,,,,22163895000.0,,22163895000.0,6283710000.0,85995000.0,290115000.0,5907600000.0,,,0.0,,,Multi segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Consultancy Services Limited,2022,20210401,20220331,Audited,Consolidated,24352758000.0,510286000.0,24863044000.0,0.0,0.0,0.0,13659358000.0,99568000.0,584708000.0,3955161000.0,18298795000.0,6564249000.0,0.0,6564249000.0,1734058000.0,-52832000.0,1681226000.0,0.0,4883023000.0,0.0,0.0,0.0,0.0,4883023000.0,-12065000.0,4870958000.0,4867529000.0,15494000.0,4859528000.0,11430000.0,46482000.0,0.0127,11363960000.0,1.315974,0.0,0.0,0.0,1.315974,0.0,,,,24352758000.0,0.0,24352758000.0,6738239000.0,99568000.0,74422000.0,6564249000.0,0.0,0.0,0.0,0.0,0.0,Multi segment,99568000.0,-1524000.0,-653288000.0,0.0,102489000.0,0.0,0.0,-14732000.0,0.0,23622000.0,0.0,45339000.0,0.0,584708000.0,0.0,0.0,0.0,146431000.0,0.0,-15240000.0,508000.0,338201000.0,0.0,0.0,0.0,-28067000.0,0.0,17399000.0,0.0,-32004000.0,6532245000.0,0.0,0.0,0.0,1458722000.0,0.0,5073523000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3937000.0,315341000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65024000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508000.0,342900000.0,0.0,-80899000.0,0.0,-113919000.0,0.0,0.0,0.0,0.0,2292223000.0,0.0,0.0,0.0,0.0,0.0,0.0,179959000.0,1698625000.0,88646000.0,0.0,-5334000.0,-4264787000.0,694817000.0,870966000.0,1565783000.0,1585976000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
